record_id,pmid,doi,title,abstract,authors,year,journal,source,llm_decision,llm_confidence,llm_reasoning,evidence_quote,human_decision,discrepancy,resolution_note,final_decision,timestamp,L1_decision,L1_exclusion_tags,L1_evidence,L1_reasoning,L1_error,L1_timestamp,L1_input_tokens,L1_output_tokens,L1_total_tokens
352,41090728.0,10.3390/cells14191496,Optimizing the Infusion Route of Human Bone Marrow Mesenchymal Stromal Cells to Mitigate Liver Ischemia-Reperfusion Injury in a Porcine Model,"Mesenchymal stromal cells (MSC) have been shown to mitigate IRI through their anti-inflammatory and immune-modulating capacities. This study aims to demonstrate the feasibility, safety, and effectiveness of hepatic administration of bone marrow-derived (BM)-MSCs in a large pig model relevant to human anatomy. After complete vascular exclusion for 45 min, 3 × 10(6) human BM-MSCs/kg body weight were infused via the portal vein or hepatic artery. BM-MSC infusion did not cause obstruction of hepatic or pulmonary blood flow within 6 h after infusion. Cells were effectively retained in the liver, being undetectable in peripheral blood, lung, and spleen samples. Human B2M expression, as a marker for BM-MSC presence, was significantly higher for the left liver lobe in arterial infusion compared to portal infusion. In liver samples with high BM-MSC levels, we identified the prevention of up- or downregulation of some genes related to inflammation and energy metabolism that was present in non-treated control samples, indicating biological effects within 6 h of infusion. We conclude that hepatic BM-MSC infusion is feasible and safe, with the hepatic artery serving as the optimal administration route for homogenous distribution. These findings pave the way for clinical studies on MSC infusion in IRI, either in situ in liver conditions or ex situ during machine perfusion.","Luijmes, S. H.; van Kooten, J. P.; Roest, H. P.; de Haan, J.; Doukas, M.; Verhoeven, C. J.; Wang, K.; Willemse, J.; van der Laan, L. J. W.; Verstegen, M. M. A.; de Jonge, J.",2025,Cells,Other,,,,,,,,,,,,,,,,,,
188,40386942.0,10.1111/aor.15024,Development of a Protocol for Long-Term Ex Vivo Normothermic Machine Perfusion of Rodent Livers,"INTRODUCTION: Long-term normothermic machine perfusion (LT-NMP) enables the assessment and optimization of livers for days and, potentially, weeks. However, models of LT-NMP have only been described for human and pig livers, which are resource intensive and impractical for laboratory research. Cost-effective small animal models of LT-NMP are needed for future research. This study aimed to develop a system for LT-NMP of rat livers for up to 72 h. METHODS: This study was performed in two stages: the development phase (n = 20) and validation phase (n = 5). The perfusion system included an organ reservoir, pump, heat exchanger, long-term oxygenator, and dialysis. Hormonal and nutritional support were continuously infused. During the validation phase, five consecutive grafts were perfused using our protocol. At 72 h postreperfusion, grafts were assessed for viability, which was based on hemodynamic stability, mitochondrial function, bile production, and metabolic activity. RESULTS: Rodent livers were supported up to 107 h using our LT-NMP protocol. All grafts in the validation phase remained viable at 72 h (n = 5/5). The median oxygen consumption and bile production at 72 h were 0.079 mLO(2)/min/g-liver and 8.6 uL/h/g-liver, respectively. All grafts had a systemic vascular resistance less than 0.25 mmHg/mL/min. Metabolic activity, defined as lactate clearance, glucose production, or response to glucagon, was observed in all grafts (5/5). CONCLUSIONS: This is the first study to report LT-NMP of rodent livers up to 5 days. Using our protocol, rat livers could reliably be supported until 72 h. This model provides a greater opportunity to investigate novel therapeutics to assess, optimize, and regenerate liver grafts for transplantation.","Ly, M.; Babekuhl, D.; Niu, A.; Yousif, P.; Wang, C.; Lau, N. S.; Gorrell, M. D.; McCaughan, G. W.; Crawford, M.; Pulitano, C.",2025,Artif Organs,Other,,,,,,,,,,,,,,,,,,
65,39059585.0,10.1016/j.ajt.2024.07.019,Long-term ex situ normothermic machine perfusion allows regeneration of human livers with severe bile duct injury,"Bile duct regeneration is hypothesized to prevent biliary strictures, a leading cause of morbidity after liver transplantation. Assessing the capacity for biliary regeneration may identify grafts as suitable for transplantation that are currently declined, but this has been unfeasible until now. This study used long-term ex situ normothermic machine perfusion (LT-NMP) to assess biliary regeneration. Human livers that were declined for transplantation were perfused at 36 °C for up to 13.5 days. Bile duct biopsies, bile, and perfusate were collected throughout perfusion, which were examined for features of injury and regeneration. Biliary regeneration was defined as new Ki-67-positive biliary epithelium following severe injury. Ten livers were perfused for a median duration of 7.5 days. Severe bile duct injury occurred in all grafts, and biliary regeneration occurred in 70% of grafts. Traditional biomarkers of biliary viability such as bile glucose improved during perfusion but this was not associated with biliary regeneration (P > .05). In contrast, the maintenance of interleukin-6 and vascular endothelial growth factor-A levels in bile was associated with biliary regeneration (P = .017 for both cytokines). This is the first study to demonstrate biliary regeneration during LT-NMP and identify a cytokine signature in bile as a novel biomarker for biliary regeneration during LT-NMP.","Ly, M.; Lau, N. S.; Dennis, C.; Chen, J.; Risbey, C.; Tan, S.; Chen, R.; Wang, C.; Gorrell, M. D.; McKenzie, C.; Kench, J. G.; Liu, K.; McCaughan, G. W.; Crawford, M.; Pulitano, C.",2025,Am J Transplant,Other,,,,,,,,,,,,,,,,,,
282,40033491.0,10.5946/ce.2024.099,Ex vivo cholangioscopy in liver grafts: a novel technique to assess the biliary tree during organ preservation and machine perfusion: a experimental non-clinical study,"BACKGROUND/AIMS: Biliary complications are a leading cause of morbidity after liver transplantation, but can be reduced using real-time assessment of the biliary tree. This study described a novel technique for performing ex vivo cholangioscopy during cold static storage and normothermic machine perfusion (NMP) to assess the biliary tree before liver transplantation. METHODS: Human donor livers, which were considered unsuitable for transplantation, were perfused at 36ºC using a modified commercial ex vivo perfusion system. Ex vivo cholangioscopy was performed using a SpyGlass Discover system. Cholangioscopy was performed during cold static storage and after 12 hours in NMP. Bile duct biopsies and confocal microscopy were performed. RESULTS: Ex vivo cholangioscopy was performed on eight grafts. During cold static storage, luminal debris was visualized throughout the biliary tree. After 12 hours of reperfusion, the bile ducts appeared hyperemic, heterogeneous, and mottled. Confocal microscopy confirmed perfusion of biliary microvasculature. CONCLUSIONS: We describe the first use of ex vivo cholangioscopy to assess the biliary tree before liver transplantation. This real-time technique can be used to assess biliary trees during cold static storage and NMP. In addition, cholangioscopy-based interventions can be used to better assess intrahepatic bile ducts.","Ly, M.; Lau, N. S.; Huang, J.; Ly, H.; Ewenson, K.; Mestrovic, N.; Yousif, P.; Liu, K.; Majumdar, A.; McCaughan, G.; Crawford, M.; Pulitano, C.",2025,Clin Endosc,Other,,,,,,,,,,,,,,,,,,
112,39856052.0,10.1038/s41467-025-55923-w,NKp46 enhances type 1 innate lymphoid cell proliferation and function and anti-acute myeloid leukemia activity,"NKp46 is a critical regulator of natural killer (NK) cell immunity, but its function in non-NK innate immune cells remains unclear. Here, we show that NKp46 is indispensable for expressing IL-2 receptor-α (IL-2Rα) by non-NK liver-resident type-1 innate lymphoid cells (ILC1s). Deletion of NKp46 reduces IL-2Rα on ILC1s by downregulating NF-κB signaling, thus impairing ILC1 proliferation and cytotoxicity in vitro and in vivo. The binding of anti-NKp46 antibody to NKp46 triggers the activation of NF-κB, the expression of IL-2Rα, interferon-γ (IFN-γ), tumor necrosis factor (TNF), proliferation, and cytotoxicity. Functionally, NKp46 expressed on mouse ILC1s interacts with tumor cells through cell-cell contact, increasing ILC1 production of IFN-γ and TNF, and enhancing cytotoxicity. In a mouse model of acute myeloid leukemia, deletion of NKp46 impairs the ability of ILC1s to control tumor growth and reduces survival. This can be reversed by injecting NKp46(+) ILC1s into NKp46 knock-out mice. Human NKp46(+) ILC1s exhibit stronger cytokine production and cytotoxicity than their NKp46(-) counterparts, suggesting that NKp46 plays a similar role in humans. These findings identify an NKp46-NF-κB-IL-2Rα axis and suggest that activating NKp46 with an anti-NKp46 antibody may provide a potential strategy for anti-tumor innate immunity.","Ma, R.; Li, Z.; Tang, H.; Wu, X.; Tian, L.; Shah, Z.; Liu, N.; Barr, T.; Zhang, J.; Wang, S.; Swaminathan, S.; Marcucci, G.; Peng, Y.; Caligiuri, M. A.; Yu, J.",2025,Nat Commun,Other,,,,,,,,,,,,,,,,,,
349,40217819.0,10.3390/jcm14072368,Comparative Analysis Between Insulated Gel Bags and Direct Cooling for Temperature Management During Kidney Transplant Vascular Anastomosis,"Background/Objectives: Ischemic time plays a crucial role in graft function and survival during kidney transplantation. Cooling methods, including cold perfusion and ice slush, are predominantly applied to preserve the kidney, but they may cause uneven cooling and complications. The Organ Pocket(®), an insulated gel bag, has been introduced as an alternative cooling method. However, no studies have compared renal temperature changes between the Organ Pocket(®) and conventional cooling methods. Methods: We retrospectively analyzed 49 cases of living-donor kidney transplantation. Among these, 33 received kidney grafts preserved with the Organ Pocket(®) (OP group), and 16 underwent conventional cooling (control group). Renal surface temperatures were recorded at 5 min intervals during vascular anastomosis using thermography. Postoperative renal function was assessed with estimated glomerular filtration rate (eGFR), serum creatinine (sCr), and liver-type fatty acid-binding protein (L-FABP) levels. Results: The OP group demonstrated significantly higher renal surface temperatures than the control group during vascular anastomosis (p < 0.05). Renal surface temperature before reperfusion was 20.4 °C ± 2.5 °C and 17.2 °C ± 2.5 °C in the OP and control groups, respectively. No significant differences in postoperative eGFR, sCr, and L-FABP levels; delayed graft function (DGF); or acute rejection rates were observed between the groups. Conclusions: The Organ Pocket(®) effectively stabilized renal temperatures during vascular anastomosis without direct cooling, thereby reducing continuous manual cooling requirements. Short-term renal function outcomes were comparable between groups; however, the Organ Pocket(®) may improve surgical efficiency and be particularly beneficial in robot-assisted kidney transplantation. Further studies are warranted to investigate its long-term benefits.","Machida, Y.; Iwai, T.; Kabei, K.; Uchida, J.",2025,J Clin Med,Other,,,,,,,,,,,,,,,,,,
168,39291684.0,10.1111/aor.14862,Perfusate hemoglobin during normothermic liver machine perfusion as biomarker of early allograft dysfunction: A pilot study,"BACKGROUND: Normothermic machine perfusion (NMP) aims to reduce ischemia-reperfusion injury in donor livers and its clinical manifestation, early allograft dysfunction (EAD) by maintaining perfusion and oxygenation. However, there is limited data on which NMP perfusate biomarkers might be associated with such EAD and the role of perfusate hemoglobin has not been assessed. METHODS: We performed a pilot retrospective analysis of adult donor livers undergoing NMP between 2020 and 2022 at our center. NMP was commenced at the recipient hospital after initial static cold storage. All NMP circuits were primed in the same manner according to the manufacturer's instructions. Livers were stratified by initial perfusate hemoglobin below (≤5.2 mmol/L) or above (>5.2 mmol/L) the median. The association between hemoglobin levels and EAD or recipient peak transaminase levels was assessed. RESULTS: Among 23 livers, eight were considered unsuitable for transplantation, leaving 15 livers for assessment. Higher initial hemoglobin was associated with a lower risk of EAD (0% vs. 55.6%, p = 0.04). Perfusate hemoglobin decreased after NMP initiation (p = 0.003) and negatively correlated with recipient peak transaminase levels (ALT: ρ = -0.72, p = 0.002; AST: ρ = -0.79, p < 0.001). Consistently, higher hemoglobin livers also demonstrated lower perfusate liver enzymes. CONCLUSIONS: Perfusate hemoglobin levels decreased during NMP, and lower perfusate hemoglobin levels were associated with a higher incidence of EAD and higher levels of liver injury markers. Maintaining higher hemoglobin levels during NMP may help reduce ischemia-reperfusion injury and prevent or attenuate EAD. Larger prospective studies are needed to validate the findings of this pilot study.","Maeda, A.; Starkey, G.; Spano, S.; Chaba, A.; Eastwood, G.; Yoshino, O.; Perini, M. V.; Fink, M.; Bellomo, R.; Jones, R.",2025,Artif Organs,Other,,,,,,,,,,,,,,,,,,
92,39969150.0,10.1111/aor.14936,Sequential Hypothermic and Normothermic Machine Perfusion of Extended Criteria Donors in Liver Transplantation: A Single-Center Preliminary Experience,"INTRODUCTION: Liver transplantation (LT) is the sole curative option for liver failure and other primary liver conditions. However, the limited number of suitable donors compared with the growing number of patients requiring LT remains a leading cause of mortality among those on the waiting list. This has resulted in the expansion of criteria for donor eligibility. The sequential combination of ex situ reperfusion, dHOPE, and NMP helps reduce the occurrence of ischemia-reperfusion injury and assess organ viability prior to transplantation. METHODS: This is a retrospective, single-arm, single-center study including all cases of liver grafts that underwent sequential perfusion between October 2021 and July 2024. Eligibility criteria for sequential perfusion were extended criteria DBD with macrosteatosis > 35%, use of high-dose vasopressors during donor ICU stay or episodes of cardiac arrest, hemodynamic instability during procurement, prolonged ischemia time for logistic reasons, as well as DCD showing prolonged fWIT, flow alteration during normothermic regional perfusion (NRP), and DCDs in Maastricht 2 class. Viability was assessed following the Groeningen group criteria. RESULTS: Thirty-three cases were included and 16 met the viability criteria at the end of the sequential perfusion and were transplanted. One patient developed an early allograft failure (EAF) and another a primary nonfunction (PNF). All the other patients had a regular postoperative course, with no retransplantation, 56% of the cohort showing no postoperative complication and all currently in good standing, median follow-up 19 months (range 4-39). CONCLUSIONS: Sequential dHOPE and NMP is a strategy that can help assessing both viability and functionality of liver grafts from high-risk donors, expanding the donor pool and increasing the opportunities for patients on the waiting list to get a transplant.","Magistri, P.; Zamboni, S.; Catellani, B.; Guidetti, C.; Esposito, G.; Caracciolo, D.; Odorizzi, R.; Assirati, G.; Olivieri, T.; Frassoni, S.; Bagnardi, V.; Guerrini, G. P.; Di Sandro, S.; Di Benedetto, F.",2025,Artif Organs,Other,,,,,,,,,,,,,,,,,,
29,40803572.0,10.1016/j.drudis.2025.104451,Future potential therapeutics to treat MASH,"Metabolic dysfunction-associated steatohepatitis (MASH), a progressive form of Metabolic-associated steatotic liver disease (MASLD), poses a significant global health challenge due to its association with obesity, type 2 diabetes, and cardiovascular complications. Despite its rising prevalence, effective therapies remain limited. This review highlights emerging therapeutic strategies that target key pathways involved in MASH pathogenesis, including THR-β, FXR, PPAR, GLP-1RA, FGF21, and SGLT2. In addition, novel approaches such as gene therapy (siRNA), probiotics, fecal microbiota transplantation, and stem cell therapy show promise for the treatment of MASH. Ongoing clinical trials and mechanistic insights into fibrosis, inflammation, and lipid metabolism provide hope for tailored, multi-targeted treatments. Future efforts must address safety, long-term efficacy, and non-invasive diagnostics to advance the management of MASH.","Mahajan, S.; Malladi, N.; Banerjee, S. K.",2025,Drug Discov Today,Other,,,,,,,,,,,,,,,,,,
87,41249657.0,10.1038/s41575-025-01143-y,Improving surgical treatments for hepatocellular carcinoma,"Hepatocellular carcinoma (HCC) is a leading cause of cancer-related mortality worldwide. Curative-intent treatments offer the best long-term outcomes for selected patients. However, recurrence rates after resection approach 70% at 5 years, and access to transplantation remains limited by donor scarcity and stringent eligibility criteria. Emerging data reveal that recurrence is a reflection of underlying tumour biology, immune evasion and microenvironmental permissiveness. Advances in immunogenomic profiling, liquid biopsy and functional imaging are reshaping the concept of surgical eligibility, enabling biological risk stratification beyond conventional staging. At the same time, innovations in perioperative immunotherapy, graft preservation using machine perfusion and integrated multidisciplinary care are expanding the boundaries of curative treatment. These developments herald a shift from static criteria to dynamic, biology-driven paradigms that personalize surgical and transplant strategies. In this Review, we examine the evolving landscape of surgical treatment for HCC. We highlight the limitations of current selection frameworks, discuss how biological insights can inform resection and transplant decision-making and explore the role of perioperative and neoadjuvant therapies in reducing the recurrence of disease. Finally, we outline a future precision oncology model that integrates tumour genomics, immune phenotype and regenerative biology to improve outcomes in patients undergoing curative-intent treatment for HCC.","Malik, A. K.; Geh, D.; Jeffry Evans, T. R.; Chow, P. K. H.; Mann, D. A.; White, S. A.",2025,Nat Rev Gastroenterol Hepatol,Other,,,,,,,,,,,,,,,,,,
363,40230407.0,10.1155/crgm/4446896,COVID-19 Challenges in Autoimmune Hepatitis Management: A Successful Outcome With Intravenous Immune Globulin (IVIg),"Background: Several autoimmune diseases, such as autoimmune hepatitis (AIH), can arise or become decompensated following COVID-19 infection or vaccination; however, there is a lack of data regarding the management of concurrent COVID-19 infection and autoimmune diseases. Case Summary: In this paper, we present a case of a 9-year-old boy with yellowish discoloration of the skin and sclera, abnormal liver function test, followed by positive qRT-PCR for SARS-CoV-2 and progressive bicytopenia. After a lack of response to corticosteroids, intravenous immune globulin (IVIg) was administrated and a decline in liver enzymes, total bilirubin, and direct bilirubin was observed. Result and Discussion: This case illustrates how IVIg significantly improved the AIH symptoms in the patient with positive qRT-PCR for the SARS-CoV-2 test. We hope our report encourages further research on therapeutic approaches for AIH concomitant with COVID-19.","Mashhadiagha, A.; Khalili, P.; Ataollahi, M.; Karbasian, F.; Arman, A.; Geramizadeh, B.",2025,Case Rep Gastrointest Med,Other,,,,,,,,,,,,,,,,,,
177,40651281.0,10.1016/j.amjsurg.2025.116512,The path to liver transplantation for low MELD patients: A comparative analysis of deceased and living donor grafts in the perfusion technology era,"Patients with low MELD scores remain at substantial risk for waitlist removal. We investigated modern outcomes and graft utilization for low MELD patients undergoing liver transplant (LT) in the US. Adult LT recipients with low MELD scores (match MELD≤20) from 2022 to 2023 were identified from the UNOS database and stratified by receipt of a donation-after-circulatory-death (DCD), donation-after-brain-death (DBD), or living donor (LD) graft. Demographic and outcome data were compared. Of 5946 recipients, 21.7 ​% underwent DCD transplant and 15.7 ​% LDLT. Both LD and DCD recipients spent less time on waitlist compared to DBD recipients (LD 4.4, DCD 5.0 months vs. DBD 6.0 months, p ​< ​0.001). Only DCD grafts preserved with static-cold-storage (SCS) had lower 1-year graft survival rates. Male sex led to higher odds of DCD-LT, while female sex and diagnosis of malignancy or cholestatic disease increased odds of LDLT. Both LD and DCD LT should be nationally encouraged to increase LT access for low MELD patients.","Matevish, L. E.; Guo, J.; Bababekov, Y. J.; Shubin, A. D.; Goldaracena, N.; Pedersen, M. R.; Mufti, A. R.; Pomposelli, J. J.; Hanish, S. I.; Vagefi, P. A.; Patel, M. S.",2025,Am J Surg,Other,,,,,,,,,,,,,,,,,,
124,40078822.0,10.1097/txd.0000000000001777,Transplantation of Patients with Hepatocellular Carcinoma Through Increased Utilization of Machine Perfusion Technology,"BACKGROUND: With the intent to mitigate waitlist disparities, the median model for end-stage liver disease (MELD) at transplant minus 3 policy nevertheless decreased access to liver transplant for patients with hepatocellular carcinoma (HCC). However, the adoption of machine perfusion (MP) technologies has shown promise in improving deceased donor graft yield and utilization. To understand current use for patients with HCC, we examined liver transplant patterns with MP and the characteristics of patients with HCC receiving an MP liver. METHODS: Adult patients with HCC undergoing deceased donor liver transplant from September 29, 2021, to March 30, 2024, were identified using the United Network for Organ Sharing Standard Transplant Analysis and Research files. Patients were excluded if listed as status 1A or they underwent multiorgan or split liver transplant. Multivariate analysis compared patients with HCC receiving an MP liver with those receiving a static cold storage liver. RESULTS: Of 3774 liver recipients with HCC, 593 (15.7%) underwent transplant with an MP graft. Compared with patients donation after circulatory death graft receiving a graft with static cold storage preservation, those with MP had less advanced disease (ie, Child-Pugh class C cirrhosis 22.9% versus 29.9%, P < 0.01) and lower median match MELD (13 versus 17, P < 0.001). Tumor characteristics were similar between groups, including alpha-fetoprotein level, maximum tumor size, and locoregional treatments. Donor factors, and not tumor burden, were most predictive of receipt of an MP liver (donation after circulatory death graft: odds ratio [OR], 14.81; macrosteatosis >30%; OR, 3.85; donor age older than 60 y; OR, 2.34). A shorter waitlist time (6.5 versus 7.2 mo, P < 0.01), with similar 1-y patient survival (93.6% versus 93.2%, P = 0.82) and graft survival (92.0% versus 91.6%, P = 0.84), was also noted in patients undergoing MP transplant. CONCLUSIONS: The strategic use of MP livers may improve graft utilization and access to liver transplants, helping offset the disadvantages of the MELD at transplant minus 3 policy for patients with HCC.","Matevish, L. E.; Guo, J.; Shubin, A. D.; MacConmara, M.; Hwang, C. S.; Raschzok, N.; Rich, N. E.; Mufti, A. R.; Singal, A. G.; Vagefi, P. A.; Patel, M. S.",2025,Transplant Direct,Other,,,,,,,,,,,,,,,,,,
365,40962698.0,10.1016/j.surg.2025.109670,Allocation of expedited placement livers for transplantation: Efficiency at the price of equity?,"BACKGROUND: In March 2021, the United Network for Organ Sharing enacted a national policy in order to standardize the expedited placement of livers while prioritizing graft use. It remains unknown how the policy has impacted placement of these organs. METHODS: We retrospectively analyzed United Network for Organ Sharing match run data, identifying livers offered from 21 March 2021 to 30 September 2023 with a bypass code indicating expedited placement. Bypass and standard allocation offers were examined with regards to organ quality, recipient outcomes, and placement patterns. RESULTS: A bypass code was used on 3,483 livers, of which 2,216 (69.4%) were ultimately transplanted. Expedited placement livers shared similar donor characteristics to standard allocation livers, but recipient demographics were distinct. Compared with matched standard allocation grafts, expedited placement livers demonstrated similar 1-year patient and graft survival rates. Notably, expedited placement livers were allocated to recipients significantly lower on the waitlist than recipients of matched standard allocation grafts (median rank 162.5 vs 16; P < .001). Seven organ procurement organizations (12.3%) contributed to nearly one-third of expedited placement grafts (701 livers), bypassing a median of 72 candidates per expedited placement attempt. Only 18 centers (15.6%) made up nearly 50% of expedited placement acceptances (1,109 livers). CONCLUSION: The new expedited placement policy resulted in efficient placement of select livers, achieving excellent 1-year outcomes. However, only a minority of centers benefit from use of these orphan livers. In the era of increased use of perfusion technologies obviating the relevance of cold ischemia time, out-of-sequence placement should not eclipse equitable distribution of a scarce and shared resource.","Matevish, L. E.; Jafari, B.; Coe, T. M.; Mufti, A.; Vagefi, P. A.; Patel, M. S.",2025,Surgery,Other,,,,,,,,,,,,,,,,,,
273,41058883.0,10.70352/scrj.cr.25-0103,In Situ Hypothermic Perfusion in Hepatectomy for Advanced Hepatoblastoma: A Case Report and Literature Review,"INTRODUCTION: Hepatoblastoma with tumor thrombi involving three hepatic veins or extending into the inferior vena cava (IVC) toward the right atrium is mostly considered unresectable. In the current era of liver transplantation for unresectable hepatoblastoma with stable outcomes, it is challenging to choose extreme hepatectomy with hypothermic perfusion under total hepatic vascular exclusion. We herein report a successful case of extreme liver resection with in situ hypothermic perfusion. CASE PRESENTATION: A 10-month-old girl was referred for an unresectable hepatoblastoma (alpha-fetoprotein [AFP] 592037 ng/mL), approximately 12 cm in size, occupying the right lobe with a tumoral thrombus extending into the IVC toward the right atrium. The tumor continued to involve three hepatic veins and the IVC after intensive chemotherapy, which was categorized into POSTTEXT III (P1, V3, M0) staging. We planned an ante situm technique or in situ hypothermic perfusion to accomplish the complete removal of the large tumor and venous reconstruction. The adopted surgical technique was as follows: (1) hepatic partition on the line of extended right hepatectomy, including segment Iva; (2) mobilization of the suprahepatic IVC with tumor thrombi; (3) insertion of a cannula for hypothermic perfusion was from the stump of the right portal vein to the left lobe; (4) complete occlusion of the hepatic inflow following systemic heparinization with cutting the left hepatic vein and hypothermic perfusion with cold preservation solution using crushed ice; (5) complete tumor removal with the IVC tumoral thrombi; and (6) reconstruction of the IVC and left hepatic vein using an artificial vessel graft without requiring ante situm position, followed by reperfusion of the remnant liver. Time for cooling and preservation of the remaining liver in the body was 40 minutes, and time for IVC reconstruction was 21 minutes. The histological examination was margin-negative, and the AFP level was normalized. CONCLUSIONS: Resection of liver tumors invading the IVC or hepatic veins has become possible with technical lessons learned from liver transplantation skills. This procedure is a realistic option for achieving surgical cure and improving the quality of life in select pediatric patients with otherwise unresectable hepatoblastomas.","Matsuura, T.; Yanagi, Y.; Kawakubo, N.; Kajihara, K.; Shirai, T.; Uchida, Y.; Toriigahara, Y.; Yoshizumi, T.; Tajiri, T.",2025,Surg Case Rep,Other,,,,,,,,,,,,,,,,,,
394,,10.1097/TP.0000000000004734,Combining Oxygenated Cold Perfusion With Normothermic Ex Vivo Perfusion Improves the Outcome of Donation After Circulatory Death Porcine Kidney Transplantation,"Background. Ex vivo machine perfusion is a novel preservation technique for storing and assessing marginal kidney grafts. All ex vivo perfusion techniques have advantages and shortcomings. The current study analyzed whether a combination of oxygenated hypothermic machine perfusion (oxHMP) followed by a short period of normothermic ex vivo kidney perfusion (NEVKP) could combine the advantages of both techniques., Methods. Porcine kidneys were exposed to 30 min of warm ischemia followed by perfusion. Kidneys underwent either 16-h NEVKP or 16-h oxHMP. The third group was exposed to 16-h oxHMP followed by 3-h NEVKP (oxHMP + NEVKP group). After contralateral nephrectomy, grafts were autotransplanted and animals were followed up for 8 d., Results. All animals survived the follow-up period. Grafts preserved by continuous NEVKP showed improved function with lower peak serum creatinine and more rapid recovery compared with the other 2 groups. Urine neutrophil gelatinase-associated lipocalin, a marker of kidney injury, was found to be significantly lowered on postoperative day 3 in the oxHMP + NEVKP group compared with the other 2 groups., Conclusions. A short period of NEVKP after oxHMP provides comparable short-term outcomes to prolonged NEVKP and is superior to oxHMP alone. A combination of oxHMP with end-ischemic NEVKP could be an attractive, practical strategy to combine the advantages of both preservation techniques., Copyright (C) 2024 Wolters Kluwer Health, Inc. All rights reserved.","Mazilescu, L.; Goto, T.; John, R.; Rosales, R.; Ganesh, S.; Yu, F.; Noguchi, Y.; Kawamura, M.; Dezard, V.; Gao, F.; Urbanellis, P.; Parmentier, C.; Konvalinka, A.; Bagli, D.; Reichman, T.; Robinson, L.; Selzner, M.",2024,Transplantation,EMBASE,,,,,,,,,,,,,,,,,,
260,40842045.0,10.1097/tp.0000000000005509,National Trends in Machine Perfusion and Living Donor Liver Transplantation: Complement or Competition?,,"Meier, R. P. H.; King, E. A.; Cameron, A. M.; Malik, S.; Maluf, D. G.; Bhati, C. S.; Kwong, A.",2025,Transplantation,Other,,,,,,,,,,,,,,,,,,
402,,10.1097/TXD.0000000000001834,Is 2 h of Hypothermic Machine Perfusion for Pancreas Preservation Effective in Improving Graft Reperfusion?,"Background. Static cold storage (SCS) remains the standard method for organ preservation. The development of parenchymal edema during prolonged hypothermic machine perfusion (HMP) was a major barrier to the introduction of this technique for the preservation of pancreases. A short period of HMP could optimize the pancreas for reperfusion while minimizing the side effects related to perfusion. Our objective is to evaluate the impact of short-term HMP on the pancreatic reperfusion., Methods. A preclinical study using a controlled donation after circulatory death porcine model was conducted. After procurement, the pancreases were preserved under hypothermic conditions for 2 h either by SCS (n = 4) or HMP (n = 4). After these 2 h of preservation, the pancreases were reperfused using a normothermic machine perfusion (NMP) for 2 h. During NMP, oxygenation, perfusion parameters, biochemical analyses, a glucose stimulation insulin secretion test, and an evaluation of ischemia/reperfusion injury by photoacoustic tomography were assessed., Results. During NMP, resistance indices were significantly lower in the HMP group compared with the SCS group, even after 2 h of reperfusion. The tissue oxygen partial pressure was higher throughout NMP after HMP preservation. Lactate and amylase levels were equal between the 2 groups. Lipase levels were higher in the HMP group. The glucose stimulation test showed no difference between the 2 groups. Photoacoustic tomography assessment showed no endothelial damage in either group., Conclusions. Our study suggests that a short-term HMP applied to pancreases for 2 h is effective in reducing resistance indexes and improving oxygenation., (C) 2025 The Authors. Published by Wolters Kluwer Health, Inc.","Mesnard, B.; Masset, C.; Ogbemudia, E.; Bruneau, S.; Elzawahry, M.; Le Bas-Bernardet, S.; Minault, D.; Hervouet, J.; Cantarovich, D.; Rigaud, J.; Badet, L.; Friend, P.; Ploeg, R.; Blancho, G.; Hunter, J.; Prudhomme, T.; Branchereau, J.",2025,Transpl. direct,EMBASE,,,,,,,,,,,,,,,,,,
